"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
9418,0,0.806742,10001971,743,10000015,99999,0.806742,10,99999,10000000,9419,10001971,10000015,743,99999,0.806742,10,99999,10000000,4.84045,4.84045,4.84045,4.84045,0,9418,0.0000,0.0000,0.0000,4.84045,4.84045,4.84045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.84045,4.84045,4.84045,0.0000,0.0000,0.0000,0.0000,0.0000
9420,0,0.969716,10001972,860,10000015,99999,0.969716,10,99999,10000000,9421,10001972,10000015,860,99999,0.969716,10,99999,10000000,5.8183,5.8183,5.8183,5.8183,0,9420,0.0000,0.0000,0.0000,5.8183,5.8183,5.8183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,5.8183,5.8183,5.8183,0.0000,0.0000,0.0000,0.0000,0.0000
9422,0,0.931446,10001973,861,10000015,99999,0.931446,10,99999,10000000,9423,10001973,10000015,861,99999,0.931446,10,99999,10000000,5.58868,5.58868,5.58868,5.58868,0,9422,0.0000,0.0000,0.0000,5.58868,5.58868,5.58868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,5.58868,5.58868,5.58868,0.0000,0.0000,0.0000,0.0000,0.0000
9424,0,0.954533,10001974,862,10000015,99999,0.954533,10,99999,10000000,9425,10001974,10000015,862,99999,0.954533,10,99999,10000000,5.7272,5.7272,5.7272,5.7272,0,9424,0.0000,0.0000,0.0000,5.7272,5.7272,5.7272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,5.7272,5.7272,5.7272,0.0000,0.0000,0.0000,0.0000,0.0000
9426,0,0.654465,10001975,892,10000015,99999,0.654465,10,99999,10000000,9427,10001975,10000015,892,99999,0.654465,10,99999,10000000,3.92679,3.92679,3.92679,3.92679,0,9426,0.0000,0.0000,0.0000,3.92679,3.92679,3.92679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.92679,3.92679,3.92679,0.0000,0.0000,0.0000,0.0000,0.0000
9428,0,0.637794,10001976,1312,10000015,99999,0.637794,10,99999,10000000,9429,10001976,10000015,1312,99999,0.637794,10,99999,10000000,3.82676,3.82676,3.82676,3.82676,0,9428,0.0000,0.0000,0.0000,3.82676,3.82676,3.82676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.82676,3.82676,3.82676,0.0000,0.0000,0.0000,0.0000,0.0000
9430,0,0.611171,10001977,1313,10000015,99999,0.611171,10,99999,10000000,9431,10001977,10000015,1313,99999,0.611171,10,99999,10000000,3.66703,3.66703,3.66703,3.66703,0,9430,0.0000,0.0000,0.0000,3.66703,3.66703,3.66703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.66703,3.66703,3.66703,0.0000,0.0000,0.0000,0.0000,0.0000
9432,0,0.555347,10001978,1315,10000015,99999,0.555347,10,99999,10000000,9433,10001978,10000015,1315,99999,0.555347,10,99999,10000000,3.33208,3.33209,3.33208,3.33208,0,9432,33.0488,0.0000,33.0488,3.33209,3.33208,3.33209,0.000330492,0.0000,0.000330492,18.3536,0.0000,18.3536,1.83536,0.0000,1.83536,9.99997,10.0000,3.33209,3.33208,3.33209,33.0488,0.0000,33.0488,0.0000,33.0488
9434,0,0.677616,10001979,1316,10000015,99999,0.677616,10,99999,10000000,9435,10001979,10000015,1316,99999,0.677616,10,99999,10000000,4.0657,4.0657,4.0657,4.0657,0,9434,0.0000,0.0000,0.0000,4.0657,4.0657,4.0657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.0657,4.0657,4.0657,0.0000,0.0000,0.0000,0.0000,0.0000
9436,0,0.714837,10001980,1317,10000015,99999,0.714837,10,99999,10000000,9437,10001980,10000015,1317,99999,0.714837,10,99999,10000000,4.28902,4.28902,4.28902,4.28902,0,9436,0.0000,0.0000,0.0000,4.28902,4.28902,4.28902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.28902,4.28902,4.28902,0.0000,0.0000,0.0000,0.0000,0.0000
9438,0,0.694926,10001981,1689,10000015,99999,0.694926,10,99999,10000000,9439,10001981,10000015,1689,99999,0.694926,10,99999,10000000,4.16956,4.16956,4.16956,4.16956,0,9438,0.0000,0.0000,0.0000,4.16956,4.16956,4.16956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.16956,4.16956,4.16956,0.0000,0.0000,0.0000,0.0000,0.0000
9440,0,0.72294,10001982,1703,10000015,99999,0.72294,10,99999,10000000,9441,10001982,10000015,1703,99999,0.72294,10,99999,10000000,4.33764,4.33764,4.33764,4.33764,0,9440,0.0000,0.0000,0.0000,4.33764,4.33764,4.33764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.33764,4.33764,4.33764,0.0000,0.0000,0.0000,0.0000,0.0000
9442,0,0.585931,10001983,1704,10000015,99999,0.585931,10,99999,10000000,9443,10001983,10000015,1704,99999,0.585931,10,99999,10000000,3.51559,3.51559,3.51559,3.51559,0,9442,0.0000,0.0000,0.0000,3.51559,3.51559,3.51559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.51559,3.51559,3.51559,0.0000,0.0000,0.0000,0.0000,0.0000
9444,0,0.667915,10001984,1767,10000015,99999,0.667915,10,99999,10000000,9445,10001984,10000015,1767,99999,0.667915,10,99999,10000000,4.00749,4.00749,4.00749,4.00749,0,9444,0.0000,0.0000,0.0000,4.00749,4.00749,4.00749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.00749,4.00749,4.00749,0.0000,0.0000,0.0000,0.0000,0.0000
9446,0,0.53394,10001985,1774,10000015,99999,0.53394,10,99999,10000000,9447,10001985,10000015,1774,99999,0.53394,10,99999,10000000,3.20364,3.20364,3.20364,3.20364,0,9446,0.0000,0.0000,0.0000,3.20364,3.20364,3.20364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.20364,3.20364,3.20364,0.0000,0.0000,0.0000,0.0000,0.0000
9448,0,0.685866,10001986,1776,10000015,99999,0.685866,10,99999,10000000,9449,10001986,10000015,1776,99999,0.685866,10,99999,10000000,4.1152,4.1152,4.1152,4.1152,0,9448,0.0000,0.0000,0.0000,4.1152,4.1152,4.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.1152,4.1152,4.1152,0.0000,0.0000,0.0000,0.0000,0.0000
9450,0,0.954338,10001987,1923,10000015,99999,0.954338,10,99999,10000000,9451,10001987,10000015,1923,99999,0.954338,10,99999,10000000,5.72603,5.72603,5.72603,5.72603,0,9450,0.0000,0.0000,0.0000,5.72603,5.72603,5.72603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,5.72603,5.72603,5.72603,0.0000,0.0000,0.0000,0.0000,0.0000
9452,0,0.982823,10001988,1985,10000015,99999,0.982823,10,99999,10000000,9453,10001988,10000015,1985,99999,0.982823,10,99999,10000000,5.89694,5.89694,5.89694,5.89694,0,9452,0.0000,0.0000,0.0000,5.89694,5.89694,5.89694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,5.89694,5.89694,5.89694,0.0000,0.0000,0.0000,0.0000,0.0000
9454,0,0.429446,10001989,2762,10000015,99999,0.429446,10,99999,10000000,9455,10001989,10000015,2762,99999,0.429446,10,99999,10000000,2.57668,2.57701,2.57668,2.57668,0,9454,406.7512,17.4000,424.1512,2.57701,2.57668,2.57701,0.00406755,0.000174002,0.00406755,174.6777,7.47236,182.1500,17.4700,0.747237,18.2173,9.9987,9.99999,2.57701,2.57668,2.57701,406.7512,17.4000,406.7512,17.4000,424.1512
9456,0,0.542056,10001990,2763,10000015,99999,0.542056,10,99999,10000000,9457,10001990,10000015,2763,99999,0.542056,10,99999,10000000,3.25234,3.25234,3.25234,3.25234,0,9456,0.0000,0.0000,0.0000,3.25234,3.25234,3.25234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.25234,3.25234,3.25234,0.0000,0.0000,0.0000,0.0000,0.0000
9458,0,0.489539,10001991,2848,10000015,99999,0.489539,10,99999,10000000,9459,10001991,10000015,2848,99999,0.489539,10,99999,10000000,2.93723,2.93724,2.93723,2.93723,0,9458,16.8000,1.2681,18.0681,2.93724,2.93723,2.93724,0.000168002,1.26812e-05,0.000168002,8.22426,0.620786,8.84504,0.822426,0.0620786,0.884505,9.99999,10.0000,2.93724,2.93723,2.93724,16.8000,1.2681,16.8000,1.2681,18.0681
9460,0,0.250571,10001992,352,10000087,99999,0.250571,10,99999,10000000,9461,10001992,10000087,352,99999,0.250571,10,99999,10000000,1.50343,1.50343,1.50343,1.50345,0,9460,0.0000,105.6000,105.6000,1.50343,1.50345,1.50345,0.0000,0.00105601,0.00105601,0.0000,26.4603,26.4603,0.0000,2.64608,2.64608,10.0000,9.99983,1.50343,1.50345,1.50345,0.0000,105.6000,0.0000,105.6000,105.6000
9462,0,0.271061,10001993,814,10000087,99999,0.271061,10,99999,10000000,9463,10001993,10000087,814,99999,0.271061,10,99999,10000000,1.62637,1.62637,1.62637,1.62637,0,9462,0.0000,0.0000,0.0000,1.62637,1.62637,1.62637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.62637,1.62637,1.62637,0.0000,0.0000,0.0000,0.0000,0.0000
9464,0,0.373255,10001994,1376,10000087,99999,0.373255,10,99999,10000000,9465,10001994,10000087,1376,99999,0.373255,10,99999,10000000,2.23953,2.23953,2.23953,2.23953,0,9464,0.0000,0.0000,0.0000,2.23953,2.23953,2.23953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.23953,2.23953,2.23953,0.0000,0.0000,0.0000,0.0000,0.0000
9466,0,0.369847,10001995,1783,10000087,99999,0.369847,10,99999,10000000,9467,10001995,10000087,1783,99999,0.369847,10,99999,10000000,2.21908,2.21908,2.21908,2.21908,0,9466,0.0000,0.0000,0.0000,2.21908,2.21908,2.21908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.21908,2.21908,2.21908,0.0000,0.0000,0.0000,0.0000,0.0000
9468,0,0.335061,10001996,1784,10000087,99999,0.335061,10,99999,10000000,9469,10001996,10000087,1784,99999,0.335061,10,99999,10000000,2.01037,2.01037,2.01037,2.01037,0,9468,0.0000,0.0000,0.0000,2.01037,2.01037,2.01037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.01037,2.01037,2.01037,0.0000,0.0000,0.0000,0.0000,0.0000
9470,0,0.338686,10001997,1785,10000087,99999,0.338686,10,99999,10000000,9471,10001997,10000087,1785,99999,0.338686,10,99999,10000000,2.03212,2.03212,2.03212,2.03212,0,9470,0.0000,0.0000,0.0000,2.03212,2.03212,2.03212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.03212,2.03212,2.03212,0.0000,0.0000,0.0000,0.0000,0.0000
9472,0,0.454984,10001998,2044,10000087,99999,0.454984,10,99999,10000000,9473,10001998,10000087,2044,99999,0.454984,10,99999,10000000,2.7299,2.7299,2.7299,2.7299,0,9472,0.0000,0.0000,0.0000,2.7299,2.7299,2.7299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.7299,2.7299,2.7299,0.0000,0.0000,0.0000,0.0000,0.0000
9474,0,0.428818,10001999,2046,10000087,99999,0.428818,10,99999,10000000,9475,10001999,10000087,2046,99999,0.428818,10,99999,10000000,2.57291,2.57291,2.57291,2.57291,0,9474,0.0000,0.0000,0.0000,2.57291,2.57291,2.57291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.57291,2.57291,2.57291,0.0000,0.0000,0.0000,0.0000,0.0000
9476,0,0.452343,10002000,2047,10000087,99999,0.452343,10,99999,10000000,9477,10002000,10000087,2047,99999,0.452343,10,99999,10000000,2.71406,2.71406,2.71406,2.71406,0,9476,0.0000,0.0000,0.0000,2.71406,2.71406,2.71406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.71406,2.71406,2.71406,0.0000,0.0000,0.0000,0.0000,0.0000
9478,0,0.175727,10002001,2460,10000087,99999,0.175727,10,99999,10000000,9479,10002001,10000087,2460,99999,0.175727,10,99999,10000000,1.05436,1.05436,1.05436,1.05436,0,9478,0.0000,0.0000,0.0000,1.05436,1.05436,1.05436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.05436,1.05436,1.05436,0.0000,0.0000,0.0000,0.0000,0.0000
9480,0,0.258068,10002002,2461,10000087,99999,0.258068,10,99999,10000000,9481,10002002,10000087,2461,99999,0.258068,10,99999,10000000,1.54841,1.54841,1.54841,1.54841,0,9480,0.0000,0.0000,0.0000,1.54841,1.54841,1.54841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.54841,1.54841,1.54841,0.0000,0.0000,0.0000,0.0000,0.0000
9482,0,0.348291,10002003,2462,10000087,99999,0.348291,10,99999,10000000,9483,10002003,10000087,2462,99999,0.348291,10,99999,10000000,2.08975,2.08975,2.08975,2.08975,0,9482,0.0000,0.0000,0.0000,2.08975,2.08975,2.08975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.08975,2.08975,2.08975,0.0000,0.0000,0.0000,0.0000,0.0000
9484,0,0.161358,10002004,2497,10000087,99999,0.161358,10,99999,10000000,9485,10002004,10000087,2497,99999,0.161358,10,99999,10000000,0.968148,0.968148,0.968148,0.968148,0,9484,0.0000,0.0000,0.0000,0.968148,0.968148,0.968148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,0.968148,0.968148,0.968148,0.0000,0.0000,0.0000,0.0000,0.0000
9486,0,0.322939,10002005,2537,10000087,99999,0.322939,10,99999,10000000,9487,10002005,10000087,2537,99999,0.322939,10,99999,10000000,1.93763,1.93763,1.93763,1.93763,0,9486,0.0000,0.0000,0.0000,1.93763,1.93763,1.93763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.93763,1.93763,1.93763,0.0000,0.0000,0.0000,0.0000,0.0000
9488,0,0.224304,10002006,2538,10000087,99999,0.224304,10,99999,10000000,9489,10002006,10000087,2538,99999,0.224304,10,99999,10000000,1.34582,1.34582,1.34582,1.34582,0,9488,0.0000,0.0000,0.0000,1.34582,1.34582,1.34582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.34582,1.34582,1.34582,0.0000,0.0000,0.0000,0.0000,0.0000
9490,0,0.310196,10002007,2579,10000087,99999,0.310196,10,99999,10000000,9491,10002007,10000087,2579,99999,0.310196,10,99999,10000000,1.86118,1.86118,1.86118,1.86118,0,9490,0.0000,0.0000,0.0000,1.86118,1.86118,1.86118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.86118,1.86118,1.86118,0.0000,0.0000,0.0000,0.0000,0.0000
9492,0,0.209955,10002008,2580,10000087,99999,0.209955,10,99999,10000000,9493,10002008,10000087,2580,99999,0.209955,10,99999,10000000,1.25973,1.25973,1.25973,1.25973,0,9492,0.0000,0.0000,0.0000,1.25973,1.25973,1.25973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.25973,1.25973,1.25973,0.0000,0.0000,0.0000,0.0000,0.0000
9494,0,0.359882,10002009,2581,10000087,99999,0.359882,10,99999,10000000,9495,10002009,10000087,2581,99999,0.359882,10,99999,10000000,2.15929,2.15929,2.15929,2.15929,0,9494,0.0000,0.0000,0.0000,2.15929,2.15929,2.15929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.15929,2.15929,2.15929,0.0000,0.0000,0.0000,0.0000,0.0000
9496,0,0.116388,10002010,2582,10000087,99999,0.116388,10,99999,10000000,9497,10002010,10000087,2582,99999,0.116388,10,99999,10000000,0.698328,0.69843,0.698328,0.69834,0,9496,439.2000,103.2000,542.4000,0.69843,0.69834,0.69843,0.00439204,0.00103201,0.00439204,51.1176,12.0112,63.1289,5.1125,1.20114,6.31365,9.99854,9.99983,0.69843,0.69834,0.69843,439.2000,103.2000,439.2000,103.2000,542.4000
9498,0,0.0892523,10002011,2704,10000087,99999,0.089252,10,99999,10000000,9499,10002011,10000087,2704,99999,0.089252,10,99999,10000000,0.535512,0.535591,0.535512,0.53555,0,9498,444.6000,270.6000,715.2000,0.535591,0.53555,0.535591,0.00444604,0.00270603,0.00444604,39.6814,24.1516,63.8330,3.96873,2.41533,6.38406,9.99852,9.9993,0.535591,0.53555,0.535591,444.6000,270.6000,444.6000,270.6000,715.2000
9500,0,0.379156,10002012,2735,10000087,99999,0.379156,10,99999,10000000,9501,10002012,10000087,2735,99999,0.379156,10,99999,10000000,2.27494,2.27494,2.27494,2.27494,0,9500,0.0000,0.0000,0.0000,2.27494,2.27494,2.27494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.27494,2.27494,2.27494,0.0000,0.0000,0.0000,0.0000,0.0000
9502,0,0.326074,10002013,2736,10000087,99999,0.326074,10,99999,10000000,9503,10002013,10000087,2736,99999,0.326074,10,99999,10000000,1.95644,1.95644,1.95644,1.95644,0,9502,0.0000,0.0000,0.0000,1.95644,1.95644,1.95644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.95644,1.95644,1.95644,0.0000,0.0000,0.0000,0.0000,0.0000
9504,0,0.130842,10002014,2749,10000087,99999,0.130842,10,99999,10000000,9505,10002014,10000087,2749,99999,0.130842,10,99999,10000000,0.785052,0.785052,0.785052,0.785082,0,9504,0.0000,179.4000,179.4000,0.785052,0.785082,0.785082,0.0000,0.00179402,0.00179402,0.0000,23.4731,23.4731,0.0000,2.34739,2.34739,10,9.99962,0.785052,0.785082,0.785082,0.0000,179.4000,0.0000,179.4000,179.4000
9506,0,0.4153,10002015,386,10000010,99999,0.4153,10,99999,10000000,9507,10002015,10000010,386,99999,0.4153,10,99999,10000000,2.4918,2.49182,2.4918,2.4918,0,9506,55.8000,1.8,57.6000,2.49182,2.4918,2.49182,0.000558006,1.80002e-05,0.000558006,23.1737,0.74754,23.9213,2.31739,0.074754,2.39214,9.99993,10,2.49182,2.4918,2.49182,55.8000,1.8,55.8000,1.8,57.6000
9508,0,0.361427,10002016,390,10000010,99999,0.361427,10,99999,10000000,9509,10002016,10000010,390,99999,0.361427,10,99999,10000000,2.16856,2.16856,2.16856,2.16856,0,9508,7.2,0.0000,7.2,2.16856,2.16856,2.16856,7.20007e-05,0.0000,7.20007e-05,2.60227,0.0000,2.60227,0.260228,0.0000,0.260228,10,10.0000,2.16856,2.16856,2.16856,7.2,0.0000,7.2,0.0000,7.2
9510,0,0.370013,10002017,391,10000010,99999,0.370013,10,99999,10000000,9511,10002017,10000010,391,99999,0.370013,10,99999,10000000,2.22008,2.22008,2.22008,2.22008,0,9510,0.0000,0.0000,0.0000,2.22008,2.22008,2.22008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.22008,2.22008,2.22008,0.0000,0.0000,0.0000,0.0000,0.0000
9512,0,0.726216,10002018,392,10000010,99999,0.726216,10,99999,10000000,9513,10002018,10000010,392,99999,0.726216,10,99999,10000000,4.3573,4.3573,4.3573,4.3573,0,9512,0.0000,0.0000,0.0000,4.3573,4.3573,4.3573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.3573,4.3573,4.3573,0.0000,0.0000,0.0000,0.0000,0.0000
9514,0,0.771021,10002019,393,10000010,99999,0.771021,10,99999,10000000,9515,10002019,10000010,393,99999,0.771021,10,99999,10000000,4.62613,4.62613,4.62613,4.62613,0,9514,0.0000,0.0000,0.0000,4.62613,4.62613,4.62613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.62613,4.62613,4.62613,0.0000,0.0000,0.0000,0.0000,0.0000
9516,0,0.440578,10002020,394,10000010,99999,0.440578,10,99999,10000000,9517,10002020,10000010,394,99999,0.440578,10,99999,10000000,2.64347,2.64347,2.64347,2.64347,0,9516,0.0000,0.0000,0.0000,2.64347,2.64347,2.64347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.64347,2.64347,2.64347,0.0000,0.0000,0.0000,0.0000,0.0000
9518,0,0.444544,10002021,395,10000010,99999,0.444544,10,99999,10000000,9519,10002021,10000010,395,99999,0.444544,10,99999,10000000,2.66726,2.66726,2.66726,2.66726,0,9518,0.0000,0.0000,0.0000,2.66726,2.66726,2.66726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.66726,2.66726,2.66726,0.0000,0.0000,0.0000,0.0000,0.0000
9520,0,0.512192,10002022,396,10000010,99999,0.512192,10,99999,10000000,9521,10002022,10000010,396,99999,0.512192,10,99999,10000000,3.07315,3.07315,3.07315,3.07315,0,9520,0.0000,0.0000,0.0000,3.07315,3.07315,3.07315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.07315,3.07315,3.07315,0.0000,0.0000,0.0000,0.0000,0.0000
9522,0,0.979609,10002023,415,10000010,99999,0.979609,10,99999,10000000,9523,10002023,10000010,415,99999,0.979609,10,99999,10000000,5.87765,5.87765,5.87765,5.87765,0,9522,0.0000,0.0000,0.0000,5.87765,5.87765,5.87765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,5.87765,5.87765,5.87765,0.0000,0.0000,0.0000,0.0000,0.0000
9524,0,0.946682,10002024,416,10000010,99999,0.946682,10,99999,10000000,9525,10002024,10000010,416,99999,0.946682,10,99999,10000000,5.68009,5.68009,5.68009,5.68009,0,9524,0.0000,0.0000,0.0000,5.68009,5.68009,5.68009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,5.68009,5.68009,5.68009,0.0000,0.0000,0.0000,0.0000,0.0000
9526,0,0.997047,10002025,417,10000010,99999,0.997047,10,99999,10000000,9527,10002025,10000010,417,99999,0.997047,10,99999,10000000,5.98228,5.98228,5.98228,5.98228,0,9526,0.0000,0.0000,0.0000,5.98228,5.98228,5.98228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,5.98228,5.98228,5.98228,0.0000,0.0000,0.0000,0.0000,0.0000
9528,0,0.380783,10002026,574,10000010,99999,0.380783,10,99999,10000000,9529,10002026,10000010,574,99999,0.380783,10,99999,10000000,2.2847,2.2847,2.2847,2.28478,0,9528,0.0000,168.6000,168.6000,2.2847,2.28478,2.28478,0.0000,0.00168602,0.00168602,0.0000,64.2000,64.2000,0.0000,6.42022,6.42022,10,9.99965,2.2847,2.28478,2.28478,0.0000,168.6000,0.0000,168.6000,168.6000
9530,0,0.39247,10002027,891,10000010,99999,0.39247,10,99999,10000000,9531,10002027,10000010,891,99999,0.39247,10,99999,10000000,2.35482,2.35482,2.35482,2.35482,0,9530,0.0000,0.0000,0.0000,2.35482,2.35482,2.35482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.35482,2.35482,2.35482,0.0000,0.0000,0.0000,0.0000,0.0000
9532,0,0.884266,10002028,894,10000010,99999,0.884266,10,99999,10000000,9533,10002028,10000010,894,99999,0.884266,10,99999,10000000,5.3056,5.3056,5.3056,5.3056,0,9532,0.0000,0.0000,0.0000,5.3056,5.3056,5.3056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,5.3056,5.3056,5.3056,0.0000,0.0000,0.0000,0.0000,0.0000
9534,0,0.96086,10002029,895,10000010,99999,0.96086,10,99999,10000000,9535,10002029,10000010,895,99999,0.96086,10,99999,10000000,5.76516,5.76516,5.76516,5.76516,0,9534,0.0000,0.0000,0.0000,5.76516,5.76516,5.76516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,5.76516,5.76516,5.76516,0.0000,0.0000,0.0000,0.0000,0.0000
9536,0,0.740335,10002030,896,10000010,99999,0.740335,10,99999,10000000,9537,10002030,10000010,896,99999,0.740335,10,99999,10000000,4.44201,4.44201,4.44201,4.44201,0,9536,0.0000,0.0000,0.0000,4.44201,4.44201,4.44201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.44201,4.44201,4.44201,0.0000,0.0000,0.0000,0.0000,0.0000
9538,0,0.344152,10002031,899,10000010,99999,0.344152,10,99999,10000000,9539,10002031,10000010,899,99999,0.344152,10,99999,10000000,2.06491,2.06491,2.06491,2.06491,0,9538,0.0000,18.0000,18.0000,2.06491,2.06491,2.06491,0.0000,0.000180002,0.000180002,0.0000,6.19474,6.19474,0.0000,0.619474,0.619474,10,9.99999,2.06491,2.06491,2.06491,0.0000,18.0000,0.0000,18.0000,18.0000
9540,0,0.357284,10002032,900,10000010,99999,0.357284,10,99999,10000000,9541,10002032,10000010,900,99999,0.357284,10,99999,10000000,2.1437,2.1437,2.1437,2.1437,0,9540,8.4,0.0000,8.4,2.1437,2.1437,2.1437,8.40008e-05,0.0000,8.40008e-05,3.00119,0.0000,3.00119,0.300119,0.0000,0.300119,10,10.0000,2.1437,2.1437,2.1437,8.4,0.0000,8.4,0.0000,8.4
9542,0,0.730114,10002033,1066,10000010,99999,0.730114,10,99999,10000000,9543,10002033,10000010,1066,99999,0.730114,10,99999,10000000,4.38068,4.38068,4.38068,4.38068,0,9542,0.0000,0.0000,0.0000,4.38068,4.38068,4.38068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.38068,4.38068,4.38068,0.0000,0.0000,0.0000,0.0000,0.0000
